AgeGroup,Overexpressed,Underexpressed
"Age[60,90)",0.10209272,0.081092476
"Age[60,90)",0.164538665,0.101974999
"Age[60,90)",0.160958885,0.072002882
"Age[60,90)",0.116551677,0.049189761
"Age[60,90)",0.176600378,0.079026819
"Age[60,90)",0.13658583,0.03885195
"Age[60,90)",0.083986908,0.136379389
"Age[60,90)",0.11839234,0.082757767
"Age[60,90)",0.103455378,0.056391498
"Age[60,90)",0.118713774,0.090837035
"Age[60,90)",0.130624514,0.087712357
"Age[60,90)",0.161430424,0.059198232
"Age[60,90)",0.110743373,0.118261377
"Age[60,90)",0.097642281,0.024597002
"Age[60,90)",0.0584885,0.094573904
"Age[60,90)",0.160275895,0.062045806
"Age[60,90)",0.172346153,0.072804291
"Age[60,90)",0.132437751,0.0622559
"Age[60,90)",0.107899026,0.047729155
"Age[60,90)",0.040926187,0.100978279
"Age[60,90)",0.104793326,0.103062314
"Age[60,90)",0.089059314,0.047086929
"Age[60,90)",0.150253171,0.067064668
"Age[60,90)",0.143035997,0.095178506
"Age[60,90)",0.11943896,0.068460189
"Age[60,90)",0.055700758,0.122944236
"Age[60,90)",0.101315632,0.022780193
"Age[60,90)",0.147554545,0.076307623
"Age[60,90)",0.140442328,0.042265485
"Age[60,90)",0.069075257,0.08132514
"Age[60,90)",0.088580862,0.097873918
"Age[60,90)",0.134874977,0.088411315
"Age[60,90)",0.081636896,0.04235563
"Age[60,90)",0.140959525,0.063146294
"Age[60,90)",0.169535451,0.030147933
"Age[60,90)",0.200474621,0.034730669
"Age[60,90)",0.133143311,0.077591583
"Age[60,90)",0.040044679,0.113830854
"Age[60,90)",0.141468684,0.061294445
"Age[60,90)",0.166087335,0.071683092
"Age[60,90)",0.152610598,0.076685744
"Age[60,90)",0.146189721,0.032207616
"Age[60,90)",0.110364401,0.085538324
"Age[60,90)",0.112185887,0.040135737
"Age[60,90)",0.144587174,0.069526596
"Age[60,90)",0.145383697,0.082673477
"Age[60,90)",0.176234349,0.049522759
"Age[60,90)",0.13502222,0.014379782
"Age[60,90)",0.167101022,0.037107308
"Age[60,90)",0.082567581,0.104681285
"Age[60,90)",0.146648789,0.052909549
"Age[60,90)",0.166051906,0.073478842
"Age[60,90)",0.115755633,0.097364238
"Age[60,90)",0.120520758,0.108300915
"Age[60,90)",0.101106383,0.089165927
"Age[60,90)",0.118755684,0.106427396
"Age[60,90)",0.118031878,0.048485424
"Age[60,90)",0.169349795,0.073228611
"Age[60,90)",0.164703965,0.089889044
"Age[60,90)",0.158127185,0.054062597
"Age[60,90)",0.141225015,0.053602266
"Age[60,90)",0.137231786,0.03860391
"Age[60,90)",0.14331672,0.072291483
"Age[60,90)",0.140110681,0.097808043
"Age[60,90)",0.152688225,0.044529359
"Age[60,90)",0.125263781,0.079396847
"Age[60,90)",0.137908531,0.090821111
"Age[60,90)",0.100235459,0.052260837
"Age[60,90)",0.150286206,0.105735359
"Age[60,90)",0.105183523,0.087101219
"Age[60,90)",0.095728201,0.071009394
"Age[60,90)",0.143834235,0.047786533
"Age[60,90)",0.107606149,0.099875502
"Age[60,90)",0.135278806,0.065741681
"Age[60,90)",0.144808102,0.06491547
"Age[60,90)",0.13121391,0.082027499
"Age[60,90)",0.14820111,0.090279386
"Age[60,90)",0.129997982,0.042675888
"Age[60,90)",0.180736111,0.062183961
"Age[60,90)",0.124218381,0.068526785
"Age[60,90)",0.129424561,0.040812939
"Age[60,90)",0.2016245,0.066522499
"Age[60,90)",0.095172958,0.06990916
"Age[60,90)",0.133736304,0.053670056
"Age[60,90)",0.181537048,0.058342054
"Age[60,90)",0.134888431,0.105688615
"Age[60,90)",0.117343172,0.060948896
"Age[60,90)",0.152251549,0.107408482
"Age[60,90)",0.121812526,0.041316153
"Age[60,90)",0.099761007,0.068432266
"Age[60,90)",0.188296002,0.078999826
"Age[60,90)",0.111486472,0.044168608
"Age[60,90)",0.140226305,0.072215563
"Age[60,90)",0.102569413,0.051466136
"Age[60,90)",0.141049795,0.079501345
"Age[60,90)",0.112662942,0.061017995
"Age[60,90)",0.168244501,0.070520939
"Age[60,90)",0.218331109,0.057690546
"Age[60,90)",0.157616252,0.063735158
"Age[60,90)",0.086277541,0.048907418
"Age[60,90)",0.127128101,0.046505787
"Age[60,90)",0.106179376,0.065145531
"Age[60,90)",0.135534384,0.111046177
"Age[60,90)",0.091081862,0.048120035
"Age[60,90)",0.148536387,0.086015916
"Age[60,90)",0.156265142,0.089091804
"Age[60,90)",0.135386253,0.060162762
"Age[60,90)",0.107009784,0.065909752
"Age[60,90)",0.158842077,0.03802642
"Age[60,90)",0.169639674,0.089434915
"Age[60,90)",0.166295139,0.045630479
"Age[60,90)",0.148604582,0.052959225
"Age[60,90)",0.084391111,0.138784369
"Age[60,90)",0.21051071,0.027590676
"Age[60,90)",0.095766618,0.053363895
"Age[60,90)",0.158094864,0.031932752
"Age[60,90)",0.0758189,0.103015942
"Age[60,90)",0.132164639,0.06425346
"Age[60,90)",0.110427652,0.125924434
"Age[60,90)",0.111725257,0.092523567
"Age[60,90)",0.142318802,0.050221221
"Age[60,90)",0.16896748,0.070734757
"Age[60,90)",0.082400848,0.053505034
"Age[60,90)",0.096844311,0.05607145
"Age[60,90)",0.157492369,0.08070662
"Age[60,90)",0.122775135,0.068154725
"Age[60,90)",0.09194689,0.023435027
"Age[60,90)",0.043392718,0.100595082
"Age[60,90)",0.101708337,0.071073834
"Age[60,90)",0.105849296,0.072919089
"Age[60,90)",0.175587785,0.017315639
"Age[60,90)",0.095179549,0.06146681
"Age[60,90)",0.054148928,0.11028382
"Age[60,90)",0.133726366,0.090832902
"Age[60,90)",0.155630233,0.062526622
"Age[60,90)",0.151969724,0.092755106
"Age[60,90)",0.140161629,0.054187674
"Age[60,90)",0.145690968,0.03537963
"Age[60,90)",0.126322027,0.069879445
"Age[60,90)",0.137541562,0.099045739
"Age[60,90)",0.180349601,0.055920779
"Age[60,90)",0.169354258,0.074237571
"Age[60,90)",0.144704119,0.084561466
"Age[60,90)",0.201180962,0.047073326
"Age[60,90)",0.202422703,-0.012858921
"Age[60,90)",0.100538848,0.093610877
"Age[60,90)",0.165297644,0.053299846
"Age[60,90)",0.091359021,0.071177844
"Age[60,90)",0.133524918,0.048508389
"Age[60,90)",0.104773119,0.061824772
"Age[60,90)",0.144628428,0.060505499
"Age[60,90)",0.129111852,0.083697389
"Age[60,90)",0.165634581,0.071389091
"Age[60,90)",0.142557273,0.065777625
"Age[60,90)",0.081928513,0.055042554
"Age[60,90)",0.135519065,0.041075979
"Age[60,90)",0.134075895,0.015410393
"Age[60,90)",0.213139582,0.01267741
"Age[60,90)",0.10127897,0.06591985
"Age[60,90)",0.164002716,0.055361921
"Age[60,90)",0.107632445,0.067188466
"Age[60,90)",0.21826204,0.075385293
"Age[60,90)",0.111285906,0.055461757
"Age[60,90)",0.115012146,0.090355926
"Age[60,90)",0.125446473,0.047350411
"Age[60,90)",0.12870502,0.093294499
"Age[60,90)",0.12358447,0.02555195
"Age[60,90)",0.113958332,0.084787004
"Age[60,90)",0.191600469,0.048381104
"Age[60,90)",0.091044986,0.073184067
"Age[60,90)",0.128815961,0.01836799
"Age[60,90)",0.077699024,0.045273769
"Age[60,90)",0.220109374,0.048484796
"Age[60,90)",0.045303259,0.073080011
"Age[60,90)",0.136407036,0.074198687
"Age[60,90)",0.152453928,0.082736371
"Age[60,90)",0.179662243,0.069978955
"Age[60,90)",0.119256284,0.054251413
"Age[60,90)",0.165136254,0.039907757
"Age[60,90)",0.116067672,0.057817429
"Age[60,90)",0.098158223,0.045207385
"Age[60,90)",0.184711344,0.071486722
"Age[60,90)",0.157089092,0.081965024
"Age[60,90)",0.095576848,0.039995704
"Age[60,90)",0.158978699,0.05569243
"Age[60,90)",0.201890813,0.03441015
"Age[60,90)",0.103240207,0.016133826
"Age[60,90)",0.152239439,0.078247288
"Age[60,90)",0.137939153,0.090325399
"Age[60,90)",0.120141552,0.083978259
"Age[60,90)",0.148348689,0.060923675
"Age[60,90)",0.12286944,0.074383744
"Age[60,90)",0.158446596,0.051421057
"Age[60,90)",0.100737718,0.088565865
"Age[60,90)",0.151566073,0.066742684
"Age[60,90)",0.161586827,0.077482014
"Age[60,90)",0.15350494,0.07567788
"Age[60,90)",0.142092516,0.089549016
"Age[60,90)",0.134792977,0.020453894
"Age[60,90)",0.179369897,0.037080043
"Age[60,90)",0.12081031,0.049727096
"Age[60,90)",0.204411784,0.044486839
"Age[60,90)",0.13325449,0.061966339
"Age[60,90)",0.086491666,0.088388993
"Age[60,90)",0.150266525,0.070661757
"Age[60,90)",0.035091373,0.129444747
"Age[60,90)",0.097285246,0.077328819
"Age[60,90)",0.13420708,0.071848434
"Age[60,90)",0.129453739,0.0603517
"Age[60,90)",0.110811749,0.019050553
"Age[60,90)",0.063545743,0.082253107
"Age[60,90)",0.181364988,0.074655409
"Age[60,90)",0.18253685,0.021812634
"Age[60,90)",0.181661471,0.084756209
"Age[60,90)",0.16350179,0.067227749
"Age[60,90)",0.118039075,0.073212036
"Age[60,90)",0.151568445,0.080152356
"Age[60,90)",0.142084743,0.063260502
"Age[60,90)",0.148198514,0.075744095
"Age[60,90)",0.140813881,0.051030946
"Age[60,90)",0.146816238,0.07159374
"Age[60,90)",0.101509477,0.09928209
"Age[60,90)",0.077023445,0.037033813
"Age[60,90)",0.167966025,0.095313546
"Age[60,90)",0.171470009,0.074598283
"Age[60,90)",0.16470807,0.065026814
"Age[60,90)",0.181592257,0.068264478
"Age[60,90)",0.160451611,-0.009826692
"Age[60,90)",0.12683018,0.03193433
"Age[60,90)",0.153188693,0.072579626
"Age[60,90)",0.085658447,0.059065363
"Age[60,90)",0.101725698,0.095522431
"Age[60,90)",0.154044628,0.046006535
"Age[60,90)",0.034106103,0.137683124
"Age[60,90)",0.157930568,0.062851171
"Age[60,90)",0.138668859,0.071500429
"Age[60,90)",0.174666696,0.046857967
"Age[60,90)",0.137196467,0.043538105
"Age[60,90)",0.197340564,0.027912391
"Age[60,90)",0.138837046,0.068188062
"Age[60,90)",0.134450099,0.043565488
"Age[60,90)",0.121492166,0.049493596
"Age[60,90)",0.157266923,0.032363244
"Age[60,90)",0.113053331,0.070656204
"Age[60,90)",0.211548032,0.042919903
"Age[60,90)",0.146464096,0.079926009
"Age[60,90)",0.146471613,0.087135754
"Age[60,90)",0.151445911,0.07353553
"Age[60,90)",0.135081916,0.065316156
"Age[60,90)",0.175192057,0.041195338
"Age[60,90)",0.112104894,0.051033706
"Age[60,90)",0.10562734,0.05687739
"Age[60,90)",0.146158447,0.059723023
"Age[60,90)",0.181728305,0.074685031
"Age[60,90)",0.115933741,0.068592015
"Age[60,90)",0.13606723,0.073493409
"Age[60,90)",0.066264645,0.114310576
"Age[60,90)",0.056535538,0.103899921
"Age[60,90)",0.146175833,0.03305337
"Age[60,90)",0.142512909,0.041875161
"Age[60,90)",0.115500847,0.107098013
"Age[60,90)",0.17205586,0.063186366
"Age[60,90)",0.137406266,0.084994351
"Age[60,90)",0.100049719,0.064515005
"Age[60,90)",0.159097969,0.047880551
"Age[60,90)",0.161622345,0.062650596
"Age[60,90)",0.149805595,0.081391946
"Age[60,90)",0.076466451,0.086660796
"Age[60,90)",0.18254583,0.11007064
"Age[60,90)",0.129974589,0.052335981
"Age[60,90)",0.127246031,0.045540861
"Age[60,90)",0.134895197,0.048330206
"Age[60,90)",0.162326345,0.059271881
"Age[60,90)",0.056717376,0.099611762
"Age[60,90)",0.090317186,0.066511166
"Age[60,90)",0.148770113,0.051866824
"Age[60,90)",0.13148376,0.035138178
"Age[60,90)",0.134440519,0.08943147
"Age[60,90)",0.150237226,0.064231905
"Age[60,90)",0.120638832,0.061261376
"Age[60,90)",0.080820923,0.085735742
"Age[60,90)",0.129943584,0.077092602
"Age[60,90)",0.134742509,0.109119996
"Age[60,90)",0.138017944,0.041625357
"Age[60,90)",0.112931574,0.022714131
"Age[60,90)",0.179776588,0.037754752
"Age[60,90)",0.157178289,0.055719917
"Age[60,90)",0.117125389,0.026912334
"Age[60,90)",0.173108741,0.042105295
"Age[60,90)",0.166248329,0.066849902
"Age[60,90)",0.196664374,0.038232939
"Age[60,90)",0.164606972,0.057574627
"Age[60,90)",0.208670014,0.036249558
"Age[60,90)",0.13696924,0.066055539
"Age[60,90)",0.167766199,0.04824469
"Age[60,90)",0.120407192,0.114908497
"Age[60,90)",0.109122935,0.101406859
"Age[60,90)",0.115091929,0.110122258
"Age[60,90)",0.125509157,0.003712118
"Age[60,90)",0.16546609,0.022946597
"Age[60,90)",0.148018472,0.083668977
"Age[60,90)",0.12210805,0.048871743
"Age[60,90)",0.103028278,0.109756848
"Age[60,90)",0.101414727,0.089402945
"Age[60,90)",0.20332846,0.072183231
"Age[60,90)",0.137133835,0.087690328
"Age[60,90)",0.176128496,0.076706429
"Age[60,90)",0.098072871,0.073238214
"Age[60,90)",0.10817639,0.079353713
"Age[60,90)",0.187578282,0.054351311
"Age[60,90)",0.148251997,0.060325085
"Age[60,90)",0.096650619,0.3149945
"Age[60,90)",0.189305992,0.009142865
"Age[60,90)",0.085917653,0.023486712
"Age[60,90)",0.157070136,0.015692039
"Age[60,90)",0.130447173,0.046264675
"Age[60,90)",0.132457375,0.058747033
"Age[60,90)",0.187266017,0.04728008
"Age[60,90)",0.112783676,0.064235894
"Age[60,90)",0.163158588,0.029752283
"Age[60,90)",0.084302268,0.068797785
"Age[60,90)",0.160883478,0.055340385
"Age[60,90)",0.191852681,0.039794291
"Age[60,90)",0.134074771,0.091041462
"Age[60,90)",0.075401754,0.11534919
"Age[60,90)",0.109641936,0.021794918
"Age[60,90)",0.095405757,0.052815873
"Age[60,90)",0.117185859,0.066464302
"Age[60,90)",0.107959629,0.029839917
"Age[60,90)",0.128211454,0.052512228
"Age[60,90)",0.120121821,0.103748759
"Age[60,90)",0.121857733,0.037986912
"Age[60,90)",0.160798668,0.040111364
"Age[60,90)",0.107514489,0.056485703
"Age[60,90)",0.19054477,0.051192874
"Age[60,90)",0.16200468,0.068548413
"Age[60,90)",0.13002366,0.066129448
"Age[60,90)",0.103642181,0.136900988
"Age[60,90)",0.148089589,0.036770755
"Age[60,90)",0.080499281,0.029847819
"Age[60,90)",0.082590964,0.103139859
"Age[60,90)",0.128610101,0.048834537
"Age[60,90)",0.129378678,0.027580805
"Age[60,90)",0.10522787,0.034168334
"Age[60,90)",0.186521692,0.057285286
"Age[60,90)",0.152909556,0.071159182
"Age[60,90)",0.128652886,0.013307065
"Age[60,90)",0.10999526,0.093886731
"Age[60,90)",0.112113094,0.068247392
"Age[60,90)",0.127099099,0.08346709
"Age[60,90)",0.119154843,0.053321122
"Age[60,90)",0.113475834,0.053467301
"Age[60,90)",0.135624134,0.075291585
"Age[60,90)",0.118889859,0.099734247
"Age[60,90)",0.065884604,0.080714694
"Age[60,90)",0.13238206,0.045200678
"Age[60,90)",0.138116264,0.039092175
"Age[60,90)",0.180274638,0.087413923
"Age[60,90)",0.134079012,0.086009905
"Age[60,90)",0.23723383,0.068803497
"Age[60,90)",0.163583314,0.025495129
"Age[60,90)",0.106163148,0.077052935
"Age[60,90)",0.118604989,0.069214869
"Age[60,90)",0.166291504,0.032566402
"Age[60,90)",0.10712192,0.112031646
"Age[60,90)",0.045111868,0.066859146
"Age[60,90)",0.179252749,0.078278479
"Age[60,90)",0.126155592,0.052671692
"Age[60,90)",0.155819546,0.086003123
"Age[60,90)",0.107775468,0.039241047
"Age[60,90)",0.141821635,0.078441385
"Age[60,90)",0.117182607,0.061171362
"Age[60,90)",0.105221501,0.012177188
"Age[60,90)",0.066012289,0.089616198
"Age[60,90)",0.081211788,0.10221754
"Age[60,90)",0.102006634,0.078223996
"Age[60,90)",0.100350063,0.070944007
"Age[60,90)",0.086257766,0.106163754
"Age[60,90)",0.140065238,0.067252384
"Age[60,90)",0.082865679,0.084981965
"Age[60,90)",0.121242875,0.037614068
"Age[60,90)",0.126936244,0.044270886
"Age[60,90)",0.098255279,0.034000982
"Age[60,90)",0.100275404,0.080956581
"Age[60,90)",0.069958529,0.074612267
"Age[60,90)",0.122064996,0.063560082
"Age[60,90)",0.200238636,0.029638456
"Age[60,90)",0.097056818,0.099352381
"Age[60,90)",0.15004558,0.056200993
"Age[60,90)",0.130429123,0.069084335
"Age[60,90)",0.239254935,0.047346466
"Age[60,90)",0.195622315,0.021258801
"Age[60,90)",0.108071513,0.098691833
"Age[60,90)",0.149036066,0.059576379
"Age[60,90)",0.171156711,0.106239468
"Age[60,90)",0.097703685,0.073741695
"Age[60,90)",0.126980847,0.043957675
"Age[60,90)",0.144198196,0.035493006
"Age[60,90)",0.130000998,0.063235809
"Age[60,90)",0.077947942,0.016567231
"Age[60,90)",0.170807973,0.072920763
"Age[60,90)",0.138747041,0.074004802
"Age[60,90)",0.206085745,0.054024647
"Age[60,90)",0.180767151,0.034222522
"Age[60,90)",0.08753695,0.108345354
"Age[60,90)",0.162048965,0.106176078
"Age[60,90)",0.07488088,0.10577672
"Age[60,90)",0.096723839,0.121615945
"Age[60,90)",0.125046527,0.021564079
"Age[60,90)",0.13584318,0.045087561
"Age[60,90)",0.131733478,0.04925525
"Age[60,90)",0.113960486,0.074579408
"Age[60,90)",0.138065832,0.044144971
"Age[60,90)",0.100006764,0.109804084
"Age[60,90)",0.169125605,0.046573121
"Age[60,90)",0.122160485,0.078542041
"Age[60,90)",0.107928135,0.047591311
"Age[60,90)",0.110841713,0.046391694
"Age[60,90)",0.114174253,0.070166025
"Age[60,90)",0.135613502,0.0410234
"Age[60,90)",0.078790267,0.033176201
"Age[60,90)",0.144603253,0.078001779
"Age[60,90)",0.097249829,0.060676223
"Age[60,90)",0.078275135,0.053155408
"Age[60,90)",0.076716456,0.023075253
"Age[60,90)",0.131615594,0.075034288
"Age[60,90)",0.125785566,0.073219726
"Age[60,90)",0.152078216,0.083315636
"Age[60,90)",0.136415674,0.053986219
"Age[60,90)",0.161857216,0.054849588
"Age[60,90)",0.082896532,0.117671923
"Age[60,90)",0.119878743,0.048299024
"Age[60,90)",0.151158637,0.019630751
"Age[60,90)",0.189903805,0.065762478
"Age[60,90)",0.134982933,0.119443873
"Age[60,90)",0.148823725,-0.018363327
"Age[60,90)",0.15404313,0.047463217
"Age[60,90)",0.124407721,0.104224981
"Age[60,90)",0.127131244,0.019469572
"Age[60,90)",0.138139172,-0.002246187
"Age[60,90)",0.135364053,0.078184012
"Age[60,90)",0.073103176,0.095999232
"Age[60,90)",0.077114594,0.107678068
"Age[60,90)",0.152001966,0.050134442
"Age[60,90)",0.175859052,0.059195277
"Age[60,90)",0.144969814,0.013382596
"Age[60,90)",0.209795436,0.063823256
"Age[60,90)",0.22925732,0.037569045
"Age[60,90)",0.181662932,0.053652329
"Age[60,90)",0.163070221,0.064398553
"Age[60,90)",0.156772059,0.040166319
"Age[60,90)",0.15198741,0.049986245
"Age[60,90)",0.140956202,0.021539511
"Age[60,90)",0.153862042,0.046255509
"Age[60,90)",0.172183791,0.084743525
"Age[60,90)",0.205346408,0.056594102
"Age[60,90)",0.043475475,0.110476006
"Age[60,90)",0.123504878,0.060325074
"Age[60,90)",0.171310645,0.080315486
"Age[60,90)",0.052174217,0.041569668
"Age[60,90)",0.128572209,0.033457649
"Age[60,90)",0.136394809,0.069293486
"Age[60,90)",0.075757655,0.15334543
"Age[60,90)",0.145352954,0.065050333
"Age[60,90)",0.122986702,0.124987115
"Age[60,90)",0.14512555,0.080715638
"Age[60,90)",0.133891629,0.073704464
"Age[60,90)",0.195020138,0.000308926
"Age[60,90)",0.121654731,0.093322375
"Age[60,90)",0.091930497,0.048039797
"Age[60,90)",0.157984153,0.049721107
"Age[60,90)",0.125367862,0.072915754
"Age[60,90)",0.082646075,0.05150039
"Age[60,90)",0.109821002,0.043525506
"Age[60,90)",0.05196045,0.115306292
"Age[60,90)",0.162791076,0.051666574
"Age[60,90)",0.135061403,0.050836227
"Age[60,90)",0.119082253,0.078620557
"Age[60,90)",0.108206789,0.080675096
"Age[60,90)",0.12076381,0.069690853
"Age[60,90)",0.126657727,0.056295081
"Age[60,90)",0.102086389,0.087028978
"Age[60,90)",0.126793524,0.046020826
"Age[60,90)",0.183680593,0.037928078
"Age[60,90)",0.161166292,0.067526786
"Age[60,90)",0.08987256,0.099081174
"Age[60,90)",0.169750852,0.058122562
"Age[60,90)",0.158202994,0.046036024
"Age[60,90)",0.125996131,0.068572929
"Age[60,90)",0.148722238,0.031772018
"Age[60,90)",0.199141412,0.074821772
"Age[60,90)",0.214900329,0.01555271
"Age[60,90)",0.153455345,0.106935727
"Age[60,90)",0.094887724,0.009746191
"Age[60,90)",0.115930887,0.097275149
"Age[60,90)",0.120343712,0.012585113
"Age[60,90)",0.096114571,0.056596992
"Age[60,90)",0.214566188,0.088165259
"Age[60,90)",0.176636602,0.111803349
"Age[60,90)",0.091808984,0.075095921
"Age[60,90)",0.113490025,0.024353883
"Age[60,90)",0.194819877,0.061544175
"Age[60,90)",0.084107291,0.066001509
"Age[60,90)",0.128520381,0.066882102
"Age[60,90)",0.164579975,0.0706248
"Age[60,90)",0.155074334,0.033675098
"Age[60,90)",0.109115597,0.073377946
"Age[60,90)",0.060664146,0.062794924
"Age[60,90)",0.119403355,0.054193408
"Age[60,90)",0.142718277,0.071775085
"Age[60,90)",0.169172355,0.03930894
"Age[60,90)",0.174021258,0.031279784
"Age[60,90)",0.109339226,0.107750482
"Age[60,90)",0.119294712,0.082143197
"Age[60,90)",0.110225447,0.064551494
"Age[60,90)",0.0717698,0.021102449
"Age[60,90)",0.120948967,0.077644131
"Age[60,90)",0.125213888,0.07026561
"Age[60,90)",0.092831776,0.063740387
"Age[60,90)",0.10812605,0.070333016
"Age[60,90)",0.075274319,0.072852375
"Age[60,90)",0.092007084,0.117388294
"Age[60,90)",0.171943798,0.037460402
"Age[60,90)",0.140986111,0.086394519
"Age[60,90)",0.052463395,0.051834885
"Age[60,90)",0.137198633,0.059358348
"Age[60,90)",0.105298189,0.068076621
"Age[60,90)",0.124733118,0.087791305
"Age[60,90)",0.175448972,0.06042142
"Age[60,90)",0.152846919,0.058358441
"Age[60,90)",0.133530093,0.090791799
"Age[60,90)",0.074213401,0.113705591
"Age[60,90)",0.183762216,0.081861056
"Age[60,90)",0.129920293,0.074783102
"Age[60,90)",0.144202386,0.082763083
"Age[60,90)",0.113129725,0.128005127
"Age[60,90)",0.098140829,0.060451489
"Age[60,90)",0.106364643,0.046789625
"Age[60,90)",0.10192125,0.048500419
"Age[60,90)",0.176034049,0.028120648
"Age[60,90)",0.122006149,0.057091292
"Age[60,90)",0.137501741,0.076876294
"Age[60,90)",0.087726659,0.098321481
"Age[60,90)",0.068437218,0.094508537
"Age[60,90)",0.208025631,0.017234087
"Age[60,90)",0.197017085,0.062227335
"Age[60,90)",0.140160725,0.014700809
"Age[60,90)",0.144452235,0.075516825
"Age[60,90)",0.082193306,0.07047434
"Age[60,90)",0.239568532,0.018864159
"Age[60,90)",0.119304732,0.046745493
"Age[60,90)",0.11273841,0.039463289
"Age[60,90)",0.16062609,0.071901528
"Age[60,90)",0.101536775,0.067001296
"Age[60,90)",0.130494131,0.00828852
"Age[60,90)",0.190025877,0.028006186
"Age[60,90)",0.133384701,0.035179786
"Age[60,90)",0.185993098,0.022458604
"Age[60,90)",0.172133583,0.047237721
"Age[60,90)",0.150755375,0.0458335
"Age[60,90)",0.144749147,0.049616097
"Age[60,90)",0.138691977,0.039566972
"Age[60,90)",0.143982611,0.083661186
"Age[60,90)",0.174926613,0.032285733
"Age[60,90)",0.129823923,0.062033276
"Age[60,90)",0.145720574,0.058888928
"Age[60,90)",0.126579834,0.072942727
"Age[60,90)",0.054566694,0.087195134
"Age[60,90)",0.166827066,0.056811361
"Age[60,90)",0.139567382,0.049703594
"Age[60,90)",0.150728926,0.054285589
"Age[60,90)",0.135887928,0.055082943
"Age[60,90)",0.107320724,0.064847316
"Age[60,90)",0.103740689,0.065483306
"Age[60,90)",0.151624539,0.004311089
"Age[60,90)",0.140876901,0.039175199
"Age[60,90)",0.207291596,0.0241779
"Age[60,90)",0.150101755,0.07406821
"Age[60,90)",0.162869131,0.104881988
"Age[60,90)",0.150146339,0.05471082
"Age[60,90)",0.098603693,0.039441248
"Age[60,90)",0.153461856,0.06133228
"Age[60,90)",0.158700947,0.042436621
"Age[60,90)",0.169508316,0.088303251
"Age[60,90)",0.083620135,0.05328081
"Age[60,90)",0.215694054,0.018344334
"Age[60,90)",0.182458422,0.076729757
"Age[60,90)",0.177034798,0.065028224
"Age[60,90)",0.156770527,0.024604768
"Age[60,90)",0.162550949,0.060487605
"Age[60,90)",0.139560546,0.131464708
"Age[60,90)",0.131022117,0.096980102
"Age[60,90)",0.140913618,0.012865666
"Age[60,90)",0.11753909,0.089055301
"Age[60,90)",0.112953507,0.036229186
"Age[60,90)",0.136389384,0.047259422
"Age[60,90)",0.075437662,0.07968276
"Age[60,90)",0.121694095,0.045169492
"Age[60,90)",0.125883019,0.08649616
"Age[60,90)",0.150308217,0.060352444
"Age[60,90)",0.179892136,0.047934357
"Age[60,90)",0.104173902,0.044865264
"Age[60,90)",0.107991412,0.082671842
"Age[60,90)",0.151611514,0.009270183
"Age[60,90)",0.153141041,0.06985524
"Age[60,90)",0.146642084,0.091607236
"Age[60,90)",0.1695875,0.039430878
"Age[60,90)",0.177343271,0.050426272
"Age[60,90)",0.159852022,0.044134006
"Age[60,90)",0.132011746,0.059990055
"Age[60,90)",0.151622722,0.026109322
"Age[60,90)",0.061294534,0.051282272
"Age[60,90)",0.029447247,0.030385106
"Age[60,90)",0.163948633,0.047260157
"Age[60,90)",0.108743268,0.115092885
"Age[60,90)",0.142003316,0.040246185
"Age[60,90)",0.146002223,0.065378817
"Age[60,90)",0.131969612,0.071767543
"Age[60,90)",0.14858248,0.079674389
"Age[60,90)",0.128285084,0.052119681
"Age[60,90)",0.119882002,0.077683636
"Age[60,90)",0.201733813,0.057677958
"Age[60,90)",0.188251001,0.078667229
"Age[60,90)",0.046695968,0.095340986
"Age[60,90)",0.076251045,0.070822281
"Age[60,90)",0.113825912,0.038829624
"Age[60,90)",0.189866795,0.07100788
"Age[60,90)",0.109058046,0.085342593
"Age[60,90)",0.127073541,0.054563701
"Age[60,90)",0.180637107,0.065292484
"Age[60,90)",0.15068737,0.03064448
"Age[60,90)",0.152317511,0.046450305
"Age[60,90)",0.10395467,0.048797741
"Age[60,90)",0.158685441,0.059805248
"Age[60,90)",0.129509222,0.085361288
"Age[60,90)",0.133725364,0.07089848
"Age[60,90)",0.095921266,0.107057535
"Age[60,90)",0.142674893,0.043241387
"Age[60,90)",0.138128056,0.057300952
"Age[60,90)",0.122959794,0.046583038
"Age[60,90)",0.162932432,0.083271017
"Age[60,90)",0.10990841,0.069024782
"Age[60,90)",0.072483949,0.107081678
"Age[60,90)",0.052072508,0.092230891
"Age[60,90)",0.128891437,0.067612095
"Age[60,90)",0.109336246,0.083260938
"Age[60,90)",0.166309656,0.114912007
"Age[60,90)",0.212081469,0.044145655
"Age[60,90)",0.07290074,0.078244163
"Age[60,90)",0.117025691,0.118424277
"Age[60,90)",0.149402572,0.095785937
"Age[60,90)",0.125486954,0.013815377
"Age[60,90)",0.169140251,0.054598306
"Age[60,90)",0.061995445,0.062435481
"Age[60,90)",0.107058728,0.1016614
"Age[60,90)",0.093197555,0.115799927
"Age[60,90)",0.145489604,0.029865345
"Age[60,90)",0.058100337,0.104703036
"Age[60,90)",0.194609369,0.074486947
"Age[60,90)",0.156829282,0.05787014
"Age[60,90)",0.176805949,0.079331735
"Age[60,90)",0.172846445,0.075785299
"Age[60,90)",0.135363282,0.017458884
"Age[60,90)",0.127641167,0.077792515
"Age[60,90)",0.110925834,0.077400414
